Date,Open,High,Low,Close,Adj Close,Volume
2018-03-16,1712.000000,1724.650024,1681.050049,1687.900024,1687.900024,1017699
2018-03-19,1698.900024,1698.900024,1627.000000,1631.849976,1631.849976,848984
2018-03-20,1627.000000,1663.099976,1615.199951,1657.300049,1657.300049,1318758
2018-03-21,1674.500000,1712.000000,1665.500000,1704.550049,1704.550049,1131098
2018-03-22,1708.000000,1720.000000,1690.150024,1695.599976,1695.599976,1153716
2018-03-23,1655.000000,1695.000000,1655.000000,1685.300049,1685.300049,1088426
2018-03-26,1698.900024,1748.000000,1686.000000,1741.599976,1741.599976,1288984
2018-03-27,1750.000000,1798.000000,1749.800049,1772.449951,1772.449951,1670239
2018-03-28,1777.000000,1793.000000,1760.800049,1767.550049,1767.550049,986960
2018-04-02,1769.000000,1825.000000,1769.000000,1818.599976,1818.599976,633203
2018-04-03,1820.000000,1840.000000,1801.599976,1834.250000,1834.250000,1049457
2018-04-04,1840.000000,1869.599976,1836.699951,1850.199951,1850.199951,1793441
2018-04-05,1866.000000,1922.099976,1866.000000,1915.599976,1915.599976,1385959
2018-04-06,1919.000000,1943.500000,1908.849976,1937.599976,1937.599976,1612001
2018-04-09,1942.599976,1967.750000,1930.250000,1944.250000,1944.250000,1131792
2018-04-10,1950.000000,1952.449951,1913.650024,1926.050049,1926.050049,1013811
2018-04-11,1926.000000,1955.000000,1891.400024,1924.650024,1924.650024,1188976
2018-04-12,1923.750000,1942.099976,1911.050049,1929.349976,1929.349976,535354
2018-04-13,1931.000000,1948.849976,1907.599976,1914.349976,1914.349976,592886
2018-04-16,1913.949951,1950.000000,1897.550049,1943.300049,1943.300049,772723
2018-04-17,1959.900024,1959.900024,1918.000000,1935.050049,1935.050049,696203
2018-04-18,1946.000000,1950.550049,1921.300049,1926.849976,1926.849976,462905
2018-04-19,1935.000000,1935.500000,1908.150024,1913.300049,1913.300049,632589
2018-04-20,1907.800049,1907.800049,1850.150024,1880.400024,1880.400024,1226196
2018-04-23,1880.000000,1919.750000,1860.800049,1899.349976,1899.349976,762125
2018-04-24,1908.000000,1933.250000,1898.599976,1917.800049,1917.800049,784895
2018-04-25,1925.949951,1938.949951,1888.650024,1899.849976,1899.849976,677675
2018-04-26,1909.000000,1915.000000,1876.599976,1892.099976,1892.099976,1098339
2018-04-27,1912.000000,1915.449951,1892.500000,1901.150024,1901.150024,641591
2018-04-30,1924.900024,1924.900024,1894.800049,1907.699951,1907.699951,647210
2018-05-02,1909.000000,1936.750000,1900.000000,1905.099976,1905.099976,687083
2018-05-03,1905.050049,1906.750000,1862.599976,1874.300049,1874.300049,471750
2018-05-04,1880.000000,1893.250000,1851.650024,1857.400024,1857.400024,562177
2018-05-07,1865.000000,1902.000000,1856.050049,1895.449951,1895.449951,485519
2018-05-08,1898.500000,1898.500000,1860.000000,1868.400024,1868.400024,669757
2018-05-09,1875.099976,1875.099976,1845.000000,1849.099976,1849.099976,645553
2018-05-10,1852.000000,1861.449951,1818.000000,1837.400024,1837.400024,588792
2018-05-11,1845.000000,1880.750000,1828.099976,1861.500000,1861.500000,483249
2018-05-14,1863.099976,1883.949951,1842.949951,1864.500000,1864.500000,642971
2018-05-15,1865.250000,1933.500000,1854.500000,1901.949951,1901.949951,1570302
2018-05-16,1892.500000,1929.000000,1872.900024,1919.949951,1919.949951,952836
2018-05-17,1930.000000,2087.800049,1906.099976,2066.500000,2066.500000,5581123
2018-05-18,2069.899902,2154.000000,2065.649902,2136.649902,2136.649902,4691470
